Zornhoff-Monswiller,N,O,70000,1.0,Monswiller,Bas-Rhin,48.7523917394, 7.38365942769
Hochfelden,O,O,70000,1.0,Hochfelden,Bas-Rhin,48.7551379162, 7.57216244161
Châlons-en-Champagne,O,O,70000,1.0,Châlons-en-Champagne,Marne,48.9552779497, 4.34897431533
Vitry-la-Ville,O,N,70000,1.0,Vitry-la-Ville,Marne,48.8440170168, 4.46171679264
Blesme-Haussignemont,N,O,70000,1.0,Haussignémont,Marne,48.7215046572, 4.75290547772
Jarville-la-Malgrange,O,O,70000,1.0,Jarville-la-Malgrange,Meurthe-et-Moselle,48.6699876077, 6.20296276242
Varangéville-St-Nicolas,O,O,70000,1.0,Varangéville,Meurthe-et-Moselle,48.6353363019, 6.31315811379
Dombasle-sur-Meurthe,N,O,70000,1.0,Dombasle-sur-Meurthe,Meurthe-et-Moselle,48.6232052795, 6.34353933449
Rosières-aux-Salines,N,O,70000,1.0,Dombasle-sur-Meurthe,Meurthe-et-Moselle,48.6051061412, 6.35077948126
Revigny,O,O,70000,1.0,Revigny-sur-Ornain,Meuse,48.8240265132, 4.98583551165
Hommarting,N,N,70000,1.0,Hommarting,Moselle,48.7276314267, 7.12935464176
Changis-St-Jean,O,O,70000,1.0,Changis-sur-Marne,Seine-et-Marne,48.9591636911, 3.02534777736
La Ferté-sous-Jouarre,O,O,70000,1.0,La Ferté-sous-Jouarre,Seine-et-Marne,48.9509573783, 3.12591313671
Le Raincy-Villemomble-Montfermeil,N,O,70000,1.0,Le Raincy,Seine-St-Denis,48.8891441889, 2.51255875955
Gagny,N,O,70000,1.0,Gagny,Seine-St-Denis,48.8832873764, 2.52682312288
Les Champs-Forts,N,O,71000,1.0,Esbly,Seine-et-Marne,48.8967030694, 2.80666828018
Lizy-sur-Ourcq,O,O,72000,1.0,Lizy-sur-Ourcq,Seine-et-Marne,49.0217921884, 3.03186492072
Roissy-Aéroport-Charles-de-Gaulle,N,O,76000,1.0,Roissy-en-France,Val-d'Oise,49.0088274181, 2.55596363764
Val-de-Vesle (Marne),N,O,81000,1.0,Val-de-Vesle,Marne,49.1780939013, 4.22215355778
Prunay,N,O,81000,1.0,Prunay,Marne,49.1987124538, 4.18376046089
