OCESN,SNCF,http://www.ter-sncf.com,Europe/Paris,fr
OCERRR MidiPy,RRR MidiPy,http://www.ter-sncf.com,Europe/Paris,fr
OCENI,-,http://www.ter-sncf.com,Europe/Paris,fr
