from_stop_id,to_stop_id,transfer_type,min_transfer_time
StopPoint:DUA8798870,StopPoint:DUA76:1047,2,336
StopPoint:DUA8798870,StopPoint:DUA76:1048,2,336
StopPoint:DUA76:1048,StopPoint:DUA76:1047,2,252
StopPoint:DUA76:1048,StopPoint:DUA8798870,2,336
StopPoint:DUA8769735,StopPoint:DUA8727139,2,336
StopPoint:DUA8727139,StopPoint:DUA8769735,2,336
StopPoint:DUA8727114,StopPoint:DUA8769729,2,336
StopPoint:DUA8769729,StopPoint:DUA8727114,2,336
StopPoint:DUA8727112,StopPoint:DUA76:152,2,336
StopPoint:DUA8727112,StopPoint:DUA76:151,2,336
StopPoint:DUA8727112,StopPoint:DUA8769730,2,336
StopPoint:DUA76:152,StopPoint:DUA8727112,2,336
StopPoint:DUA76:152,StopPoint:DUA76:151,2,252
StopPoint:DUA76:152,StopPoint:DUA8769730,2,229
StopPoint:DUA76:151,StopPoint:DUA8727112,2,336
StopPoint:DUA76:151,StopPoint:DUA76:152,2,252
StopPoint:DUA76:151,StopPoint:DUA8769730,2,213
StopPoint:DUA8769730,StopPoint:DUA8727112,2,336
StopPoint:DUA8769730,StopPoint:DUA76:152,2,198
StopPoint:DUA8769730,StopPoint:DUA76:151,2,201
StopPoint:DUA76:38,StopPoint:DUA8711386,2,336
StopPoint:DUA76:38,StopPoint:DUA76:37,2,252
StopPoint:DUA8711386,StopPoint:DUA76:38,2,336
StopPoint:DUA8711386,StopPoint:DUA76:37,2,336
StopPoint:DUA76:37,StopPoint:DUA76:38,2,252
StopPoint:DUA76:37,StopPoint:DUA8711386,2,336
StopPoint:DUA76:42,StopPoint:DUA76:41,2,252
StopPoint:DUA76:42,StopPoint:DUA8711388,2,336
StopPoint:DUA76:41,StopPoint:DUA76:42,2,252
StopPoint:DUA76:41,StopPoint:DUA8711388,2,336
StopPoint:DUA8711388,StopPoint:DUA76:42,2,336
StopPoint:DUA8711388,StopPoint:DUA76:41,2,336
StopPoint:DUA76:1049,StopPoint:DUA76:1050,2,252
StopPoint:DUA76:1049,StopPoint:DUA8798871,2,336
StopPoint:DUA76:1050,StopPoint:DUA76:1049,2,252
StopPoint:DUA76:1050,StopPoint:DUA8798871,2,336
StopPoint:DUA8798871,StopPoint:DUA76:1049,2,336
StopPoint:DUA8798871,StopPoint:DUA76:1050,2,336
StopPoint:DUA8711385,StopPoint:DUA76:35,2,336
StopPoint:DUA8711385,StopPoint:DUA76:36,2,336
StopPoint:DUA76:35,StopPoint:DUA8711385,2,336
StopPoint:DUA76:35,StopPoint:DUA76:36,2,252
StopPoint:DUA76:36,StopPoint:DUA8711385,2,336
StopPoint:DUA76:36,StopPoint:DUA76:35,2,252
StopPoint:DUA76:156,StopPoint:DUA76:155,2,252
StopPoint:DUA76:156,StopPoint:DUA8769732,2,802
StopPoint:DUA76:156,StopPoint:DUA8727116,2,336
StopPoint:DUA76:155,StopPoint:DUA76:156,2,252
StopPoint:DUA76:155,StopPoint:DUA8769732,2,802
StopPoint:DUA76:155,StopPoint:DUA8727116,2,336
StopPoint:DUA8769732,StopPoint:DUA76:156,2,802
StopPoint:DUA8769732,StopPoint:DUA76:155,2,802
StopPoint:DUA8769732,StopPoint:DUA8727116,2,672
StopPoint:DUA8727116,StopPoint:DUA76:156,2,336
StopPoint:DUA8727116,StopPoint:DUA76:155,2,336
StopPoint:DUA8727116,StopPoint:DUA8769732,2,672
StopPoint:DUA8711369,StopPoint:DUA8711370,2,623
StopPoint:DUA8711370,StopPoint:DUA8711369,2,2883
StopPoint:DUA76:145,StopPoint:DUA76:146,2,252
StopPoint:DUA76:145,StopPoint:DUA8727101,2,336
StopPoint:DUA76:146,StopPoint:DUA76:145,2,252
StopPoint:DUA76:146,StopPoint:DUA8727101,2,336
StopPoint:DUA8727101,StopPoint:DUA76:145,2,336
StopPoint:DUA8727101,StopPoint:DUA76:146,2,336
StopPoint:DUA76:140,StopPoint:DUA76:139,2,252
StopPoint:DUA76:140,StopPoint:DUA8716478,2,336
StopPoint:DUA76:139,StopPoint:DUA76:140,2,252
StopPoint:DUA76:139,StopPoint:DUA8716478,2,336
StopPoint:DUA8716478,StopPoint:DUA76:140,2,336
StopPoint:DUA8716478,StopPoint:DUA76:139,2,336
StopPoint:DUA76:43,StopPoint:DUA76:44,2,252
StopPoint:DUA76:43,StopPoint:DUA8711389,2,336
StopPoint:DUA76:44,StopPoint:DUA76:43,2,252
StopPoint:DUA76:44,StopPoint:DUA8711389,2,336
StopPoint:DUA8711389,StopPoint:DUA76:43,2,336
StopPoint:DUA8711389,StopPoint:DUA76:44,2,336
StopPoint:DUA8743179,StopPoint:DUA76:662,2,336
StopPoint:DUA8743179,StopPoint:DUA76:661,2,336
StopPoint:DUA76:662,StopPoint:DUA8743179,2,336
StopPoint:DUA76:662,StopPoint:DUA76:661,2,252
StopPoint:DUA76:661,StopPoint:DUA8743179,2,336
StopPoint:DUA76:661,StopPoint:DUA76:662,2,252
StopPoint:DUA76:39,StopPoint:DUA8711387,2,336
StopPoint:DUA76:39,StopPoint:DUA76:40,2,252
StopPoint:DUA8711387,StopPoint:DUA76:39,2,336
StopPoint:DUA8711387,StopPoint:DUA76:40,2,336
StopPoint:DUA76:40,StopPoint:DUA76:39,2,252
StopPoint:DUA76:40,StopPoint:DUA8711387,2,336
StopPoint:DUA8754526,StopPoint:DUA76:708,2,336
StopPoint:DUA8754526,StopPoint:DUA76:707,2,336
StopPoint:DUA76:708,StopPoint:DUA8754526,2,336
StopPoint:DUA76:708,StopPoint:DUA76:707,2,252
StopPoint:DUA76:707,StopPoint:DUA8754526,2,336
StopPoint:DUA76:707,StopPoint:DUA76:708,2,252
StopPoint:DUA76:765,StopPoint:DUA76:766,2,252
StopPoint:DUA76:765,StopPoint:DUA8768115,2,336
StopPoint:DUA76:766,StopPoint:DUA76:765,2,252
StopPoint:DUA76:766,StopPoint:DUA8768115,2,336
StopPoint:DUA8768115,StopPoint:DUA76:765,2,336
StopPoint:DUA8768115,StopPoint:DUA76:766,2,336
StopPoint:DUA8754528,StopPoint:DUA76:711,2,336
StopPoint:DUA8754528,StopPoint:DUA76:712,2,336
StopPoint:DUA76:711,StopPoint:DUA8754528,2,336
StopPoint:DUA76:711,StopPoint:DUA76:712,2,252
StopPoint:DUA76:712,StopPoint:DUA8754528,2,336
StopPoint:DUA76:712,StopPoint:DUA76:711,2,252
StopPoint:DUA8760880,StopPoint:DUA76:762,2,336
StopPoint:DUA8760880,StopPoint:DUA76:761,2,336
StopPoint:DUA76:762,StopPoint:DUA8760880,2,336
StopPoint:DUA76:762,StopPoint:DUA76:761,2,252
StopPoint:DUA76:761,StopPoint:DUA8760880,2,336
StopPoint:DUA76:761,StopPoint:DUA76:762,2,252
StopPoint:DUA8711371,StopPoint:DUA8775830,2,420
StopPoint:DUA8775830,StopPoint:DUA8711371,2,420
StopPoint:DUA76:715,StopPoint:DUA76:716,2,252
StopPoint:DUA76:715,StopPoint:DUA8754530,2,336
StopPoint:DUA76:716,StopPoint:DUA76:715,2,252
StopPoint:DUA76:716,StopPoint:DUA8754530,2,336
StopPoint:DUA8754530,StopPoint:DUA76:715,2,336
StopPoint:DUA8754530,StopPoint:DUA76:716,2,336
StopPoint:DUA76:767,StopPoint:DUA76:768,2,252
StopPoint:DUA76:767,StopPoint:DUA8768124,2,336
StopPoint:DUA76:768,StopPoint:DUA76:767,2,252
StopPoint:DUA76:768,StopPoint:DUA8768124,2,336
StopPoint:DUA8768124,StopPoint:DUA76:767,2,336
StopPoint:DUA8768124,StopPoint:DUA76:768,2,336
StopPoint:DUA76:747,StopPoint:DUA76:748,2,252
StopPoint:DUA76:747,StopPoint:DUA8754622,2,336
StopPoint:DUA76:748,StopPoint:DUA76:747,2,252
StopPoint:DUA76:748,StopPoint:DUA8754622,2,336
StopPoint:DUA8754622,StopPoint:DUA76:747,2,336
StopPoint:DUA8754622,StopPoint:DUA76:748,2,336
StopPoint:DUA76:745,StopPoint:DUA76:746,2,252
StopPoint:DUA76:745,StopPoint:DUA8754620,2,336
StopPoint:DUA76:746,StopPoint:DUA76:745,2,252
StopPoint:DUA76:746,StopPoint:DUA8754620,2,336
StopPoint:DUA8754620,StopPoint:DUA76:745,2,336
StopPoint:DUA8754620,StopPoint:DUA76:746,2,336
StopPoint:DUA76:750,StopPoint:DUA76:749,2,252
StopPoint:DUA76:750,StopPoint:DUA8754629,2,336
StopPoint:DUA76:749,StopPoint:DUA76:750,2,252
StopPoint:DUA76:749,StopPoint:DUA8754629,2,336
StopPoint:DUA8754629,StopPoint:DUA76:750,2,336
StopPoint:DUA8754629,StopPoint:DUA76:749,2,336
StopPoint:DUA76:743,StopPoint:DUA76:744,2,252
StopPoint:DUA76:743,StopPoint:DUA8754619,2,336
StopPoint:DUA76:744,StopPoint:DUA76:743,2,252
StopPoint:DUA76:744,StopPoint:DUA8754619,2,336
StopPoint:DUA8754619,StopPoint:DUA76:743,2,338
StopPoint:DUA8754619,StopPoint:DUA76:744,2,337
StopPoint:DUA76:710,StopPoint:DUA76:709,2,252
StopPoint:DUA76:710,StopPoint:DUA8754527,2,336
StopPoint:DUA76:709,StopPoint:DUA76:710,2,252
StopPoint:DUA76:709,StopPoint:DUA8754527,2,336
StopPoint:DUA8754527,StopPoint:DUA76:710,2,336
StopPoint:DUA8754527,StopPoint:DUA76:709,2,336
StopPoint:DUA76:812,StopPoint:DUA76:811,2,252
StopPoint:DUA76:812,StopPoint:DUA8768182,2,336
StopPoint:DUA76:811,StopPoint:DUA76:812,2,252
StopPoint:DUA76:811,StopPoint:DUA8768182,2,336
StopPoint:DUA8768182,StopPoint:DUA76:812,2,336
StopPoint:DUA8768182,StopPoint:DUA76:811,2,336
StopPoint:DUA76:809,StopPoint:DUA76:810,2,252
StopPoint:DUA76:809,StopPoint:DUA8768180,2,336
StopPoint:DUA76:810,StopPoint:DUA76:809,2,252
StopPoint:DUA76:810,StopPoint:DUA8768180,2,336
StopPoint:DUA8768180,StopPoint:DUA76:809,2,336
StopPoint:DUA8768180,StopPoint:DUA76:810,2,336
StopPoint:DUA76:665,StopPoint:DUA76:666,2,252
StopPoint:DUA76:665,StopPoint:DUA8749210,2,336
StopPoint:DUA76:666,StopPoint:DUA76:665,2,252
StopPoint:DUA76:666,StopPoint:DUA8749210,2,336
StopPoint:DUA8749210,StopPoint:DUA76:665,2,336
StopPoint:DUA8749210,StopPoint:DUA76:666,2,336
StopPoint:DUA76:714,StopPoint:DUA76:713,2,252
StopPoint:DUA76:714,StopPoint:DUA8754529,2,336
StopPoint:DUA76:713,StopPoint:DUA76:714,2,252
StopPoint:DUA76:713,StopPoint:DUA8754529,2,336
StopPoint:DUA8754529,StopPoint:DUA76:714,2,336
StopPoint:DUA8754529,StopPoint:DUA76:713,2,336
StopPoint:DUA8738184,StopPoint:DUA76:433,2,336
StopPoint:DUA8738184,StopPoint:DUA76:434,2,336
StopPoint:DUA76:433,StopPoint:DUA8738184,2,336
StopPoint:DUA76:433,StopPoint:DUA76:434,2,252
StopPoint:DUA76:434,StopPoint:DUA8738184,2,336
StopPoint:DUA76:434,StopPoint:DUA76:433,2,252
StopPoint:DUA76:251,StopPoint:DUA76:252,2,252
StopPoint:DUA76:251,StopPoint:DUA8727622,2,336
StopPoint:DUA76:252,StopPoint:DUA76:251,2,252
StopPoint:DUA76:252,StopPoint:DUA8727622,2,336
StopPoint:DUA8727622,StopPoint:DUA76:251,2,336
StopPoint:DUA8727622,StopPoint:DUA76:252,2,336
StopPoint:DUA8727654,StopPoint:DUA76:298,2,336
StopPoint:DUA8727654,StopPoint:DUA76:297,2,336
StopPoint:DUA76:298,StopPoint:DUA8727654,2,336
StopPoint:DUA76:298,StopPoint:DUA76:297,2,252
StopPoint:DUA76:297,StopPoint:DUA8727654,2,336
StopPoint:DUA76:297,StopPoint:DUA76:298,2,252
StopPoint:DUA76:296,StopPoint:DUA76:295,2,252
StopPoint:DUA76:296,StopPoint:DUA8727653,2,336
StopPoint:DUA76:295,StopPoint:DUA76:296,2,252
StopPoint:DUA76:295,StopPoint:DUA8727653,2,336
StopPoint:DUA8727653,StopPoint:DUA76:296,2,336
StopPoint:DUA8727653,StopPoint:DUA76:295,2,336
StopPoint:DUA8738190,StopPoint:DUA76:444,2,336
StopPoint:DUA8738190,StopPoint:DUA76:443,2,336
StopPoint:DUA76:444,StopPoint:DUA8738190,2,336
StopPoint:DUA76:444,StopPoint:DUA76:443,2,252
StopPoint:DUA76:443,StopPoint:DUA8738190,2,336
StopPoint:DUA76:443,StopPoint:DUA76:444,2,252
StopPoint:DUA8727634,StopPoint:DUA76:265,2,336
StopPoint:DUA8727634,StopPoint:DUA76:266,2,336
StopPoint:DUA76:265,StopPoint:DUA8727634,2,336
StopPoint:DUA76:265,StopPoint:DUA76:266,2,252
StopPoint:DUA76:266,StopPoint:DUA8727634,2,336
StopPoint:DUA76:266,StopPoint:DUA76:265,2,252
StopPoint:DUA76:158,StopPoint:DUA76:157,2,252
StopPoint:DUA76:158,StopPoint:DUA8727117,2,336
StopPoint:DUA76:157,StopPoint:DUA76:158,2,252
StopPoint:DUA76:157,StopPoint:DUA8727117,2,336
StopPoint:DUA8727117,StopPoint:DUA76:158,2,336
StopPoint:DUA8727117,StopPoint:DUA76:157,2,336
StopPoint:DUA8727602,StopPoint:DUA76:220,2,336
StopPoint:DUA8727602,StopPoint:DUA76:219,2,336
StopPoint:DUA76:220,StopPoint:DUA8727602,2,336
StopPoint:DUA76:220,StopPoint:DUA76:219,2,252
StopPoint:DUA76:219,StopPoint:DUA8727602,2,336
StopPoint:DUA76:219,StopPoint:DUA76:220,2,252
StopPoint:DUA8753413,StopPoint:DUA8727605,2,273
StopPoint:DUA8753413,StopPoint:DUA76:223,2,213
StopPoint:DUA8753413,StopPoint:DUA76:224,2,213
StopPoint:DUA8753413,StopPoint:DUA76:668,2,213
StopPoint:DUA8753413,StopPoint:DUA76:667,2,213
StopPoint:DUA8727605,StopPoint:DUA8753413,2,252
StopPoint:DUA8727605,StopPoint:DUA76:223,2,336
StopPoint:DUA8727605,StopPoint:DUA76:224,2,336
StopPoint:DUA8727605,StopPoint:DUA76:668,2,336
StopPoint:DUA8727605,StopPoint:DUA76:667,2,336
StopPoint:DUA76:223,StopPoint:DUA8753413,2,197
StopPoint:DUA76:223,StopPoint:DUA8727605,2,336
StopPoint:DUA76:223,StopPoint:DUA76:224,2,252
StopPoint:DUA76:223,StopPoint:DUA76:668,2,252
StopPoint:DUA76:223,StopPoint:DUA76:667,2,252
StopPoint:DUA76:224,StopPoint:DUA8753413,2,197
StopPoint:DUA76:224,StopPoint:DUA8727605,2,336
StopPoint:DUA76:224,StopPoint:DUA76:223,2,252
StopPoint:DUA76:224,StopPoint:DUA76:668,2,252
StopPoint:DUA76:224,StopPoint:DUA76:667,2,252
StopPoint:DUA76:668,StopPoint:DUA8753413,2,197
StopPoint:DUA76:668,StopPoint:DUA8727605,2,336
StopPoint:DUA76:668,StopPoint:DUA76:223,2,252
StopPoint:DUA76:668,StopPoint:DUA76:224,2,252
StopPoint:DUA76:668,StopPoint:DUA76:667,2,252
StopPoint:DUA76:667,StopPoint:DUA8753413,2,197
StopPoint:DUA76:667,StopPoint:DUA8727605,2,336
StopPoint:DUA76:667,StopPoint:DUA76:223,2,252
StopPoint:DUA76:667,StopPoint:DUA76:224,2,252
StopPoint:DUA76:667,StopPoint:DUA76:668,2,252
StopPoint:DUA76:259,StopPoint:DUA76:260,2,252
StopPoint:DUA76:259,StopPoint:DUA8727626,2,336
StopPoint:DUA76:260,StopPoint:DUA76:259,2,252
StopPoint:DUA76:260,StopPoint:DUA8727626,2,336
StopPoint:DUA8727626,StopPoint:DUA76:259,2,336
StopPoint:DUA8727626,StopPoint:DUA76:260,2,336
StopPoint:DUA76:249,StopPoint:DUA76:250,2,252
StopPoint:DUA76:249,StopPoint:DUA8727619,2,336
StopPoint:DUA76:250,StopPoint:DUA76:249,2,252
StopPoint:DUA76:250,StopPoint:DUA8727619,2,336
StopPoint:DUA8727619,StopPoint:DUA76:249,2,336
StopPoint:DUA8727619,StopPoint:DUA76:250,2,336
StopPoint:DUA76:255,StopPoint:DUA76:256,2,252
StopPoint:DUA76:255,StopPoint:DUA8727624,2,336
StopPoint:DUA76:256,StopPoint:DUA76:255,2,252
StopPoint:DUA76:256,StopPoint:DUA8727624,2,336
StopPoint:DUA8727624,StopPoint:DUA76:255,2,336
StopPoint:DUA8727624,StopPoint:DUA76:256,2,336
StopPoint:DUA76:254,StopPoint:DUA76:253,2,252
StopPoint:DUA76:254,StopPoint:DUA8727623,2,336
StopPoint:DUA76:253,StopPoint:DUA76:254,2,252
StopPoint:DUA76:253,StopPoint:DUA8727623,2,336
StopPoint:DUA8727623,StopPoint:DUA76:254,2,336
StopPoint:DUA8727623,StopPoint:DUA76:253,2,336
StopPoint:DUA76:267,StopPoint:DUA76:268,2,252
StopPoint:DUA76:267,StopPoint:DUA8727636,2,336
StopPoint:DUA76:268,StopPoint:DUA76:267,2,252
StopPoint:DUA76:268,StopPoint:DUA8727636,2,336
StopPoint:DUA8727636,StopPoint:DUA76:267,2,336
StopPoint:DUA8727636,StopPoint:DUA76:268,2,336
StopPoint:DUA76:257,StopPoint:DUA76:258,2,252
StopPoint:DUA76:257,StopPoint:DUA8727625,2,336
StopPoint:DUA76:258,StopPoint:DUA76:257,2,252
StopPoint:DUA76:258,StopPoint:DUA8727625,2,336
StopPoint:DUA8727625,StopPoint:DUA76:257,2,336
StopPoint:DUA8727625,StopPoint:DUA76:258,2,336
StopPoint:DUA76:238,StopPoint:DUA76:237,2,252
StopPoint:DUA76:238,StopPoint:DUA8727613,2,336
StopPoint:DUA76:237,StopPoint:DUA76:238,2,252
StopPoint:DUA76:237,StopPoint:DUA8727613,2,336
StopPoint:DUA8727613,StopPoint:DUA76:238,2,336
StopPoint:DUA8727613,StopPoint:DUA76:237,2,336
StopPoint:DUA76:269,StopPoint:DUA76:270,2,252
StopPoint:DUA76:269,StopPoint:DUA8727638,2,336
StopPoint:DUA76:270,StopPoint:DUA76:269,2,252
StopPoint:DUA76:270,StopPoint:DUA8727638,2,336
StopPoint:DUA8727638,StopPoint:DUA76:269,2,336
StopPoint:DUA8727638,StopPoint:DUA76:270,2,336
StopPoint:DUA8727614,StopPoint:DUA76:240,2,336
StopPoint:DUA8727614,StopPoint:DUA76:239,2,336
StopPoint:DUA76:240,StopPoint:DUA8727614,2,336
StopPoint:DUA76:240,StopPoint:DUA76:239,2,252
StopPoint:DUA76:239,StopPoint:DUA8727614,2,336
StopPoint:DUA76:239,StopPoint:DUA76:240,2,252
StopPoint:DUA76:242,StopPoint:DUA76:241,2,252
StopPoint:DUA76:242,StopPoint:DUA8727615,2,336
StopPoint:DUA76:241,StopPoint:DUA76:242,2,252
StopPoint:DUA76:241,StopPoint:DUA8727615,2,336
StopPoint:DUA8727615,StopPoint:DUA76:242,2,336
StopPoint:DUA8727615,StopPoint:DUA76:241,2,336
StopPoint:DUA76:247,StopPoint:DUA76:248,2,252
StopPoint:DUA76:247,StopPoint:DUA8727618,2,336
StopPoint:DUA76:248,StopPoint:DUA76:247,2,252
StopPoint:DUA76:248,StopPoint:DUA8727618,2,336
StopPoint:DUA8727618,StopPoint:DUA76:247,2,336
StopPoint:DUA8727618,StopPoint:DUA76:248,2,336
StopPoint:DUA8727603,StopPoint:DUA76:222,2,336
StopPoint:DUA8727603,StopPoint:DUA76:221,2,336
StopPoint:DUA76:222,StopPoint:DUA8727603,2,336
StopPoint:DUA76:222,StopPoint:DUA76:221,2,252
StopPoint:DUA76:221,StopPoint:DUA8727603,2,336
StopPoint:DUA76:221,StopPoint:DUA76:222,2,252
StopPoint:DUA8711658,StopPoint:DUA76:118,2,60
StopPoint:DUA8711658,StopPoint:DUA76:117,2,60
StopPoint:DUA76:118,StopPoint:DUA8711658,2,60
StopPoint:DUA76:118,StopPoint:DUA76:117,2,60
StopPoint:DUA76:117,StopPoint:DUA8711658,2,60
StopPoint:DUA76:117,StopPoint:DUA76:118,2,60
StopPoint:DUA8711657,StopPoint:DUA76:115,2,360
StopPoint:DUA8711657,StopPoint:DUA76:116,2,360
StopPoint:DUA76:115,StopPoint:DUA8711657,2,360
StopPoint:DUA76:115,StopPoint:DUA76:116,2,60
StopPoint:DUA76:116,StopPoint:DUA8711657,2,360
StopPoint:DUA76:116,StopPoint:DUA76:115,2,60
StopPoint:DUA76:114,StopPoint:DUA76:113,2,60
StopPoint:DUA76:114,StopPoint:DUA8711656,2,60
StopPoint:DUA76:113,StopPoint:DUA76:114,2,60
StopPoint:DUA76:113,StopPoint:DUA8711656,2,60
StopPoint:DUA8711656,StopPoint:DUA76:114,2,60
StopPoint:DUA8711656,StopPoint:DUA76:113,2,60
StopPoint:DUA8727611,StopPoint:DUA76:235,2,60
StopPoint:DUA8727611,StopPoint:DUA76:236,2,60
StopPoint:DUA76:235,StopPoint:DUA8727611,2,60
StopPoint:DUA76:235,StopPoint:DUA76:236,2,60
StopPoint:DUA76:236,StopPoint:DUA8727611,2,60
StopPoint:DUA76:236,StopPoint:DUA76:235,2,60
StopPoint:DUA8727600,StopPoint:DUA76:218,2,60
StopPoint:DUA8727600,StopPoint:DUA76:217,2,60
StopPoint:DUA76:218,StopPoint:DUA8727600,2,60
StopPoint:DUA76:218,StopPoint:DUA76:217,2,60
StopPoint:DUA76:217,StopPoint:DUA8727600,2,60
StopPoint:DUA76:217,StopPoint:DUA76:218,2,60
StopPoint:DUA76:263,StopPoint:DUA76:264,2,60
StopPoint:DUA76:263,StopPoint:DUA8727628,2,223
StopPoint:DUA76:264,StopPoint:DUA76:263,2,60
StopPoint:DUA76:264,StopPoint:DUA8727628,2,223
StopPoint:DUA8727628,StopPoint:DUA76:263,2,223
StopPoint:DUA8727628,StopPoint:DUA76:264,2,223
StopPoint:DUA76:262,StopPoint:DUA76:261,2,60
StopPoint:DUA76:262,StopPoint:DUA8727627,2,60
StopPoint:DUA76:261,StopPoint:DUA76:262,2,60
StopPoint:DUA76:261,StopPoint:DUA8727627,2,60
StopPoint:DUA8727627,StopPoint:DUA76:262,2,60
StopPoint:DUA8727627,StopPoint:DUA76:261,2,60
StopPoint:DUA76:907,StopPoint:DUA76:908,2,60
StopPoint:DUA76:907,StopPoint:DUA8768441,2,574
StopPoint:DUA76:908,StopPoint:DUA76:907,2,60
StopPoint:DUA76:908,StopPoint:DUA8768441,2,574
StopPoint:DUA8768441,StopPoint:DUA76:907,2,574
StopPoint:DUA8768441,StopPoint:DUA76:908,2,574
