route_id,service_id,trip_id,trip_headsign,direction_id,block_id
DUA800850009,11186,DUASN110638F01001-1_336738,"10638",0,
DUA800850009,11186,DUASN110716F01001-1_336739,"10716",0,
DUA800850009,11186,DUASN110730F01001-1_336740,"10730",0,
DUA800850009,11186,DUASN110636F01001-1_336741,"10636",0,
DUA800850009,11186,DUASN110634F01001-1_336742,"10634",0,
DUA800850009,11186,DUASN110640F01001-1_336743,"10640",0,
DUA800850009,11186,DUASN110726F01001-1_336744,"10726",0,
DUA800850009,11186,DUASN110720F01001-1_336745,"10720",0,
DUA800850009,11186,DUASN110718F01001-1_336746,"10718",0,
DUA800850009,11186,DUASN110728F01001-1_336747,"10728",0,
DUA800850009,11186,DUASN110734F01001-1_336748,"10734",0,
DUA800850009,11186,DUASN110732F01001-1_336749,"10732",0,
DUA800850009,11186,DUASN110642F01001-1_336750,"10642",0,
DUA800850009,11186,DUASN110818F01001-1_336751,"10818",0,
DUA800850009,10576,DUASN110812F01001-1_336752,"10812",0,
DUA800850009,11186,DUASN110810F01001-1_336753,"10810",0,
DUA800850009,11186,DUASN110820F01001-1_336754,"10820",0,
DUA800850009,11186,DUASN110826F01001-1_336755,"10826",0,
DUA800850009,11186,DUASN110824F01001-1_336756,"10824",0,
DUA800850009,11186,DUASN110644F01001-1_336757,"10644",0,
DUA800850009,11186,DUASN110714F01001-1_336758,"10714",0,
DUA800850009,11186,DUASN110712F04001-1_336759,"10712",0,
DUA800850009,11186,DUASN110816F01001-1_336760,"10816",0,
DUA800850009,11186,DUASN110814F01001-1_336761,"10814",0,
DUA800850009,11186,DUASN110710F01001-1_336762,"10710",0,
DUA800850009,11186,DUASN110226F01001-1_336763,"10226",0,
DUA800850009,11186,DUASN110220F01001-1_336764,"10220",0,
DUA800850009,11186,DUASN110214F01001-1_336765,"10214",0,
DUA800850009,11186,DUASN110224F01001-1_336766,"10224",0,
DUA800850009,11186,DUASN110222F01001-1_336767,"10222",0,
DUA800850009,11186,DUASN110228F01001-1_336768,"10228",0,
DUA800850009,11186,DUASN110112F01001-1_336769,"10112",0,
DUA800850009,11186,DUASN110110F01001-1_336770,"10110",0,
DUA800850009,11186,DUASN110116F01001-1_336771,"10116",0,
DUA800850009,11186,DUASN110212F01001-1_336772,"10212",0,
DUA800850009,11186,DUASN110218F01001-1_336773,"10218",0,
DUA800850009,11186,DUASN110216F01001-1_336774,"10216",0,
DUA800850009,11186,DUASN110210F01001-1_336775,"10210",0,
DUA800850009,11189,DUASN110150F01001-1_336776,"10150",0,
DUA800850009,11187,DUASN110148F01001-1_336777,"10148",0,
DUA800850009,11188,DUASN110154F01001-1_336778,"10154",0,
DUA800850009,11186,DUASN110724F01001-1_336779,"10724",0,
DUA800850009,11186,DUASN110722F01001-1_336780,"10722",0,
DUA800850009,11186,DUASN110432F01001-1_336781,"10432",0,
DUA800850009,11186,DUASN110138F01001-1_336782,"10138",0,
DUA800850009,11186,DUASN110144F01001-1_336783,"10144",0,
DUA800850009,11186,DUASN110142F01001-1_336784,"10142",0,
DUA800850009,11188,DUASN110152F01001-1_336785,"10152",0,
DUA800850009,11187,DUASN110146F01001-1_336786,"10146",0,
DUA800850009,11186,DUASN110140F01001-1_336787,"10140",0,
DUA800850009,11186,DUASN110614F01001-1_336788,"10614",0,
DUA800850009,11186,DUASN110620F01001-1_336789,"10620",0,
DUA800850009,11186,DUASN110618F01001-1_336790,"10618",0,
DUA800850009,11186,DUASN110628F01001-1_336791,"10628",0,
DUA800850009,11186,DUASN110622F01001-1_336792,"10622",0,
DUA800850009,11186,DUASN110616F01001-1_336793,"10616",0,
DUA800850009,11189,DUASN110448F01001-1_336794,"10448",0,
DUA800850009,11186,DUASN110442F01001-1_336795,"10442",0,
DUA800850009,11186,DUASN110436F01001-1_336796,"10436",0,
DUA800850009,11187,DUASN110446F01001-1_336797,"10446",0,
DUA800850009,11186,DUASN110444F01001-1_336798,"10444",0,
DUA800850009,11189,DUASN110450F01001-1_336799,"10450",0,
DUA800850009,11186,DUASN110630F01001-1_336800,"10630",0,
DUA800850009,11186,DUASN110542F01001-1_336801,"10542",0,
DUA800850009,11186,DUASN110536F01001-1_336802,"10536",0,
DUA800850009,11186,DUASN110530F01001-1_336803,"10530",0,
DUA800850009,11186,DUASN110540F01001-1_336804,"10540",0,
DUA800850009,11186,DUASN110538F01001-1_336805,"10538",0,
DUA800850009,11186,DUASN110544F01001-1_336806,"10544",0,
DUA800850009,11187,DUASN110546F01001-1_336807,"10546",0,
DUA800850009,11186,DUASN110626F01001-1_336808,"10626",0,
DUA800850009,11186,DUASN110624F01001-1_336809,"10624",0,
DUA800850009,11186,DUASN110528F01001-1_336810,"10528",0,
DUA800850009,11186,DUASN110534F01001-1_336811,"10534",0,
DUA800850009,11186,DUASN110532F01001-1_336812,"10532",0,
DUA800850009,11189,DUASN110752F01001-1_336813,"10752",0,
DUA800850009,11189,DUASN110750F01001-1_336814,"10750",0,
DUA800850009,11186,DUASN110744F01001-1_336815,"10744",0,
DUA800850009,11186,DUASN110632F01001-1_336816,"10632",0,
DUA800850009,11187,DUASN110748F01001-1_336817,"10748",0,
DUA800850009,11186,DUASN110746F01001-1_336818,"10746",0,
DUA800850009,11186,DUASN110740F01001-1_336819,"10740",0,
DUA800850009,11188,DUASN110754F01001-1_336820,"10754",0,
DUA800850009,11186,DUASN110822F01001-1_336821,"10822",0,
DUA800850009,11186,DUASN110738F01001-1_336822,"10738",0,
DUA800850009,11186,DUASN110736F01001-1_336823,"10736",0,
DUA800850009,11186,DUASN110742F01001-1_336824,"10742",0,
DUA800850009,11186,DUASN110514F01001-1_336825,"10514",0,
DUA800850009,11188,DUASN110452F01001-1_336826,"10452",0,
DUA800850009,11186,DUASN110522F01001-1_336827,"10522",0,
DUA800850009,11186,DUASN110520F01001-1_336828,"10520",0,
DUA800850009,11186,DUASN110434F01001-1_336829,"10434",0,
DUA800850009,11186,DUASN110440F01001-1_336830,"10440",0,
DUA800850009,11186,DUASN110438F01001-1_336831,"10438",0,
DUA800850009,11186,DUASN110512F01001-1_336832,"10512",0,
DUA800850009,11186,DUASN110510F01001-1_336833,"10510",0,
DUA800850009,11186,DUASN110516F01001-1_336834,"10516",0,
DUA800850009,11186,DUASN110526F01001-1_336835,"10526",0,
DUA800850009,11186,DUASN110524F01001-1_336836,"10524",0,
DUA800850009,11186,DUASN110518F01001-1_336837,"10518",0,
DUA800850009,11186,DUASN110940F01001-1_336838,"10940",0,
DUA800850009,11182,DUASN111610F01001-1_336839,"11610",0,
DUA800850009,11181,DUASN111612F01001-1_336840,"11612",0,
DUA800850009,11186,DUASN110938F01001-1_336841,"10938",0,
DUA800850009,11186,DUASN110932F01001-1_336842,"10932",0,
DUA800850009,11186,DUASN110934F01001-1_336843,"10934",0,
DUA800850009,11186,DUASN110942F01001-1_336844,"10942",0,
DUA800850009,11185,DUASN112348F01001-1_336845,"12348",0,
DUA800850009,11181,DUASN112342F01001-1_336846,"12342",0,
DUA800850009,11181,DUASN112344F01001-1_336847,"12344",0,
DUA800850009,11186,DUASN110944F01001-1_336848,"10944",0,
DUA800850009,11181,DUASN111928F01001-1_336849,"11928",0,
DUA800850009,11181,DUASN112346F01001-1_336850,"12346",0,
DUA800850009,11186,DUASN110936F01001-1_336851,"10936",0,
DUA800850009,11181,DUASN111620F01001-1_336852,"11620",0,
DUA800850009,11181,DUASN111622F01001-1_336853,"11622",0,
DUA800850009,11181,DUASN111616F01001-1_336854,"11616",0,
DUA800850009,11186,DUASN110844F01001-1_336855,"10844",0,
DUA800850009,11186,DUASN110838F02001-1_336856,"10838",0,
DUA800850009,11186,DUASN110840F01001-1_336857,"10840",0,
DUA800850009,11181,DUASN111618F01001-1_336858,"11618",0,
DUA800850009,11181,DUASN111626F01001-1_336859,"11626",0,
DUA800850009,11181,DUASN111628F01001-1_336860,"11628",0,
DUA800850009,11181,DUASN111614F01001-1_336861,"11614",0,
DUA800850009,11181,DUASN111624F01001-1_336862,"11624",0,
DUA800850009,11181,DUASN111630F01001-1_336863,"11630",0,
DUA800850009,11181,DUASN111632F01001-1_336864,"11632",0,
DUA800850009,11185,DUASN112350F01001-1_336865,"12350",0,
DUA800850009,11181,DUASN112438F01001-1_336866,"12438",0,
DUA800850009,11181,DUASN112444F01001-1_336867,"12444",0,
DUA800850009,11185,DUASN112450F01001-1_336868,"12450",0,
DUA800850009,11181,DUASN112440F01001-1_336869,"12440",0,
DUA800850009,11181,DUASN112442F01001-1_336870,"12442",0,
DUA800850009,11181,DUASN112436F01001-1_336871,"12436",0,
DUA800850009,11184,DUASN112452F01001-1_336872,"12452",0,
DUA800850009,11181,DUASN112420F01001-1_336873,"12420",0,
DUA800850009,11181,DUASN112422F01001-1_336874,"12422",0,
DUA800850009,11181,DUASN112416F01001-1_336875,"12416",0,
DUA800850009,11181,DUASN112446F01001-1_336876,"12446",0,
DUA800850009,11185,DUASN112448F01001-1_336877,"12448",0,
DUA800850009,11181,DUASN112434F01001-1_336878,"12434",0,
DUA800850009,11181,DUASN112334F02001-1_336879,"12334",0,
DUA800850009,11182,DUASN112410F01001-1_336880,"12410",0,
DUA800850009,11181,DUASN112340F01001-1_336881,"12340",0,
DUA800850009,11181,DUASN112326F02001-1_336882,"12326",0,
DUA800850009,11181,DUASN112412F01001-1_336883,"12412",0,
DUA800850009,11181,DUASN112414F01001-1_336884,"12414",0,
DUA800850009,11184,DUASN112352F01001-1_336885,"12352",0,
DUA800850009,11181,DUASN112328F02001-1_336886,"12328",0,
DUA800850009,11181,DUASN112336F02001-1_336887,"12336",0,
DUA800850009,11181,DUASN112338F01001-1_336888,"12338",0,
DUA800850009,11181,DUASN112332F02001-1_336889,"12332",0,
DUA800850009,11181,DUASN112322F02001-1_336890,"12322",0,
DUA800850009,11181,DUASN112324F02001-1_336891,"12324",0,
DUA800850009,11181,DUASN112330F02001-1_336892,"12330",0,
DUA800850009,11181,DUASN111646F01001-1_336893,"11646",0,
DUA800850009,11182,DUASN111710F01001-1_336894,"11710",0,
DUA800850009,11181,DUASN111914F01001-1_336895,"11914",0,
DUA800850009,11181,DUASN111644F01001-1_336896,"11644",0,
DUA800850009,11182,DUASN111712F01001-1_336897,"11712",0,
DUA800850009,11181,DUASN111714F01001-1_336898,"11714",0,
DUA800850009,11181,DUASN111916F01001-1_336899,"11916",0,
DUA800850009,11181,DUASN111924F01001-1_336900,"11924",0,
DUA800850009,11181,DUASN111926F01001-1_336901,"11926",0,
DUA800850009,11181,DUASN111920F01001-1_336902,"11920",0,
DUA800850009,11183,DUASN111910F01001-1_336903,"11910",0,
DUA800850009,11182,DUASN111912F01001-1_336904,"11912",0,
DUA800850009,11181,DUASN111918F01001-1_336905,"11918",0,
DUA800850009,11181,DUASN111638F01001-1_336906,"11638",0,
DUA800850009,11181,DUASN111720F01001-1_336907,"11720",0,
DUA800850009,11181,DUASN111726F01001-1_336908,"11726",0,
DUA800850009,11181,DUASN111732F01001-1_336909,"11732",0,
DUA800850009,11181,DUASN111722F01001-1_336910,"11722",0,
DUA800850009,11181,DUASN111724F01001-1_336911,"11724",0,
DUA800850009,11181,DUASN111718F01001-1_336912,"11718",0,
DUA800850009,11181,DUASN111734F01001-1_336913,"11734",0,
DUA800850009,11181,DUASN111640F01001-1_336914,"11640",0,
DUA800850009,11181,DUASN111642F01001-1_336915,"11642",0,
DUA800850009,11181,DUASN111636F01001-1_336916,"11636",0,
DUA800850009,11181,DUASN111728F01001-1_336917,"11728",0,
DUA800850009,11181,DUASN111730F01001-1_336918,"11730",0,
DUA800850009,11181,DUASN111716F01001-1_336919,"11716",0,
DUA800850009,11181,DUASN111922F01001-1_336920,"11922",0,
DUA800850009,11186,DUASN110930F01001-1_336921,"10930",0,
DUA800850009,11186,DUASN110924F01001-1_336922,"10924",0,
DUA800850009,11186,DUASN110926F01001-1_336923,"10926",0,
DUA800850009,11186,DUASN110916F01001-1_336924,"10916",0,
DUA800850009,11186,DUASN110922F01001-1_336925,"10922",0,
DUA800850009,11186,DUASN110928F01001-1_336926,"10928",0,
DUA800850009,11187,DUASN110846F01001-1_336927,"10846",0,
DUA800850009,11186,DUASN110830F01001-1_336928,"10830",0,
DUA800850009,11186,DUASN110836F01001-1_336929,"10836",0,
DUA800850009,11186,DUASN110842F01001-1_336930,"10842",0,
DUA800850009,11186,DUASN110832F01001-1_336931,"10832",0,
DUA800850009,11186,DUASN110834F01001-1_336932,"10834",0,
DUA800850009,11186,DUASN110828F01001-1_336933,"10828",0,
DUA800850009,11186,DUASN110914F01001-1_336934,"10914",0,
DUA800850009,11181,DUASN111736F01001-1_336935,"11736",0,
DUA800850009,11181,DUASN111738F01001-1_336936,"11738",0,
DUA800850009,11181,DUASN111744F01001-1_336937,"11744",0,
DUA800850009,11184,DUASN111754F01001-1_336938,"11754",0,
DUA800850009,11181,DUASN111740F01001-1_336939,"11740",0,
DUA800850009,11181,DUASN111742F01001-1_336940,"11742",0,
DUA800850009,11185,DUASN111750F01001-1_336941,"11750",0,
DUA800850009,11181,DUASN111634F01001-1_336942,"11634",0,
DUA800850009,11186,DUASN110918F01001-1_336943,"10918",0,
DUA800850009,11186,DUASN110920F01001-1_336944,"10920",0,
DUA800850009,11184,DUASN111752F01001-1_336945,"11752",0,
DUA800850009,11181,DUASN111746F01001-1_336946,"11746",0,
DUA800850009,11185,DUASN111748F01001-1_336947,"11748",0,
DUA800850009,11181,DUASN112312F02001-1_336948,"12312",0,
DUA800850009,11181,DUASN112318F02001-1_336949,"12318",0,
DUA800850009,11181,DUASN112316F02001-1_336950,"12316",0,
DUA800850009,11181,DUASN112226F01001-1_336951,"12226",0,
DUA800850009,11181,DUASN112240F01001-1_336952,"12240",0,
DUA800850009,11181,DUASN112314F02001-1_336953,"12314",0,
DUA800850009,10643,DUASN112248F04001-1_336954,"12248",0,
DUA800850009,11181,DUASN112246F02001-1_336955,"12246",0,
DUA800850009,11181,DUASN111942F02001-1_336956,"11942",0,
DUA800850009,11182,DUASN112310F02001-1_336957,"12310",0,
DUA800850009,11181,DUASN112244F01001-1_336958,"12244",0,
DUA800850009,11181,DUASN112242F01001-1_336959,"12242",0,
DUA800850009,11181,DUASN112228F01001-1_336960,"12228",0,
DUA800850009,11186,DUASN110316F01001-1_336961,"10316",0,
DUA800850009,11186,DUASN110314F01001-1_336962,"10314",0,
DUA800850009,11181,DUASN112234F01001-1_336963,"12234",0,
DUA800850009,11186,DUASN110318F01001-1_336964,"10318",0,
DUA800850009,11186,DUASN110312F01001-1_336965,"10312",0,
DUA800850009,11188,DUASN110252F01001-1_336966,"10252",0,
DUA800850009,11181,DUASN112230F01001-1_336967,"12230",0,
DUA800850009,11181,DUASN112224F01001-1_336968,"12224",0,
DUA800850009,11181,DUASN112222F01001-1_336969,"12222",0,
DUA800850009,11181,DUASN112232F01001-1_336970,"12232",0,
DUA800850009,11181,DUASN112238F01001-1_336971,"12238",0,
DUA800850009,11181,DUASN112236F01001-1_336972,"12236",0,
DUA800850009,11183,DUASN112210F01001-1_336973,"12210",0,
DUA800850009,11184,DUASN111954F01001-1_336974,"11954",0,
DUA800850009,11181,DUASN112320F02001-1_336975,"12320",0,
DUA800850009,11182,DUASN112212F01001-1_336976,"12212",0,
DUA800850009,11185,DUASN111952F02001-1_336977,"11952",0,
DUA800850009,11185,DUASN111950F01001-1_336978,"11950",0,
DUA800850009,11181,DUASN112430F01001-1_336979,"12430",0,
DUA800850009,11181,DUASN112424F01001-1_336980,"12424",0,
DUA800850009,11181,DUASN112418F01001-1_336981,"12418",0,
DUA800850009,11181,DUASN112428F01001-1_336982,"12428",0,
DUA800850009,11181,DUASN112426F01001-1_336983,"12426",0,
DUA800850009,11181,DUASN112432F01001-1_336984,"12432",0,
DUA800850009,11181,DUASN112218F01001-1_336985,"12218",0,
DUA800850009,11181,DUASN111938F02001-1_336986,"11938",0,
DUA800850009,11181,DUASN111932F01001-1_336987,"11932",0,
DUA800850009,11181,DUASN111930F01001-1_336988,"11930",0,
DUA800850009,11181,DUASN111940F02001-1_336989,"11940",0,
DUA800850009,11181,DUASN111946F02001-1_336990,"11946",0,
DUA800850009,11181,DUASN111944F02001-1_336991,"11944",0,
DUA800850009,11181,DUASN112216F01001-1_336992,"12216",0,
DUA800850009,11181,DUASN112214F01001-1_336993,"12214",0,
DUA800850009,11181,DUASN112220F01001-1_336994,"12220",0,
DUA800850009,11181,DUASN111936F02001-1_336995,"11936",0,
DUA800850009,11181,DUASN111934F02001-1_336996,"11934",0,
DUA800850009,11181,DUASN111948F02001-1_336997,"11948",0,
DUA800850009,11186,DUASN110230F01001-1_336998,"10230",0,
DUA800850009,11186,DUASN110340F01001-1_336999,"10340",0,
DUA800850009,11186,DUASN110338F01001-1_337000,"10338",0,
DUA800850009,11186,DUASN110120F01001-1_337001,"10120",0,
DUA800850009,11186,DUASN110126F01001-1_337002,"10126",0,
DUA800850009,11186,DUASN110124F01001-1_337003,"10124",0,
DUA800850009,11186,DUASN110330F01001-1_337004,"10330",0,
DUA800850009,11186,DUASN110328F01001-1_337005,"10328",0,
DUA800850009,11186,DUASN110334F01001-1_337006,"10334",0,
DUA800850009,11186,DUASN110410F01001-1_337007,"10410",0,
DUA800850009,11186,DUASN110342F01001-1_337008,"10342",0,
DUA800850009,11186,DUASN110336F01001-1_337009,"10336",0,
DUA800850009,11186,DUASN110122F01001-1_337010,"10122",0,
DUA800850009,10572,DUASN110012F01001-1_337011,"10012",0,
DUA800850009,10572,DUASN110020F01001-1_337012,"10020",0,
DUA800850009,10572,DUASN110018F01001-1_337013,"10018",0,
DUA800850009,11186,DUASN110114F01001-1_337014,"10114",0,
DUA800850009,10572,DUASN110022F01001-1_337015,"10022",0,
DUA800850009,10572,DUASN110016F01001-1_337016,"10016",0,
DUA800850009,11186,DUASN110136F01001-1_337017,"10136",0,
DUA800850009,11186,DUASN110134F01001-1_337018,"10134",0,
DUA800850009,11186,DUASN110128F01001-1_337019,"10128",0,
DUA800850009,11186,DUASN110118F01001-1_337020,"10118",0,
DUA800850009,11186,DUASN110132F01001-1_337021,"10132",0,
DUA800850009,11186,DUASN110130F01001-1_337022,"10130",0,
DUA800850009,11186,DUASN110234F01001-1_337023,"10234",0,
DUA800850009,11186,DUASN110232F01001-1_337024,"10232",0,
DUA800850009,11186,DUASN110238F01001-1_337025,"10238",0,
DUA800850009,11189,DUASN110248F01001-1_337026,"10248",0,
DUA800850009,11187,DUASN110246F01001-1_337027,"10246",0,
DUA800850009,11186,DUASN110240F01001-1_337028,"10240",0,
DUA800850009,11186,DUASN110320F01001-1_337029,"10320",0,
DUA800850009,11186,DUASN110326F01001-1_337030,"10326",0,
DUA800850009,11186,DUASN110324F01001-1_337031,"10324",0,
DUA800850009,11186,DUASN110236F01001-1_337032,"10236",0,
DUA800850009,11189,DUASN110250F01001-1_337033,"10250",0,
DUA800850009,11186,DUASN110322F01001-1_337034,"10322",0,
DUA800850009,11186,DUASN110242F01001-1_337035,"10242",0,
DUA800850009,11186,DUASN110424F01001-1_337036,"10424",0,
DUA800850009,11186,DUASN110430F01001-1_337037,"10430",0,
DUA800850009,11186,DUASN110428F01001-1_337038,"10428",0,
DUA800850009,11186,DUASN110332F01001-1_337039,"10332",0,
DUA800850009,11186,DUASN110412F01001-1_337040,"10412",0,
DUA800850009,11186,DUASN110426F01001-1_337041,"10426",0,
DUA800850009,11186,DUASN110420F01001-1_337042,"10420",0,
DUA800850009,11186,DUASN110418F01001-1_337043,"10418",0,
DUA800850009,11186,DUASN110244F01001-1_337044,"10244",0,
DUA800850009,11186,DUASN110422F01001-1_337045,"10422",0,
DUA800850009,11186,DUASN110416F01001-1_337046,"10416",0,
DUA800850009,11186,DUASN110414F01001-1_337047,"10414",0,
DUA800850009,11181,DUASN111615F01001-1_337048,"11615",1,
DUA800850009,11181,DUASN111629F01001-1_337049,"11629",1,
DUA800850009,11186,DUASN110939F01001-1_337050,"10939",1,
DUA800850009,11186,DUASN110937F01001-1_337051,"10937",1,
DUA800850009,11181,DUASN111627F01001-1_337052,"11627",1,
DUA800850009,11181,DUASN111625F01001-1_337053,"11625",1,
DUA800850009,11181,DUASN111619F01001-1_337054,"11619",1,
DUA800850009,11181,DUASN111633F01001-1_337055,"11633",1,
DUA800850009,11181,DUASN111631F01001-1_337056,"11631",1,
DUA800850009,11186,DUASN110933F01001-1_337057,"10933",1,
DUA800850009,11181,DUASN111927F01001-1_337058,"11927",1,
DUA800850009,11184,DUASN110955F01001-1_337059,"10955",1,
DUA800850009,11185,DUASN112351F01001-1_337060,"12351",1,
DUA800850009,11185,DUASN112349F01001-1_337061,"12349",1,
DUA800850009,11186,DUASN110943F01001-1_337062,"10943",1,
DUA800850009,11186,DUASN110941F01001-1_337063,"10941",1,
DUA800850009,11186,DUASN110935F01001-1_337064,"10935",1,
DUA800850009,11182,DUASN111613F01001-1_337065,"11613",1,
DUA800850009,11182,DUASN111611F01001-1_337066,"11611",1,
DUA800850009,11181,DUASN111617F01001-1_337067,"11617",1,
DUA800850009,11187,DUASN110847F01001-1_337068,"10847",1,
DUA800850009,11186,DUASN110925F01001-1_337069,"10925",1,
DUA800850009,11186,DUASN110835F01001-1_337070,"10835",1,
DUA800850009,11186,DUASN110833F01001-1_337071,"10833",1,
DUA800850009,11186,DUASN110923F01001-1_337072,"10923",1,
DUA800850009,11186,DUASN110921F01001-1_337073,"10921",1,
DUA800850009,11186,DUASN110915F01001-1_337074,"10915",1,
DUA800850009,11186,DUASN110929F01001-1_337075,"10929",1,
DUA800850009,11186,DUASN110927F01001-1_337076,"10927",1,
DUA800850009,11186,DUASN110829F01001-1_337077,"10829",1,
DUA800850009,11186,DUASN110931F01001-1_337078,"10931",1,
DUA800850009,11186,DUASN110841F01001-1_337079,"10841",1,
DUA800850009,11181,DUASN111623F01001-1_337080,"11623",1,
DUA800850009,11181,DUASN111621F01001-1_337081,"11621",1,
DUA800850009,11186,DUASN110839F01001-1_337082,"10839",1,
DUA800850009,11186,DUASN110837F01001-1_337083,"10837",1,
DUA800850009,11186,DUASN110831F01001-1_337084,"10831",1,
DUA800850009,11186,DUASN110845F01001-1_337085,"10845",1,
DUA800850009,11186,DUASN110843F01001-1_337086,"10843",1,
DUA800850009,11185,DUASN112451F01001-1_337087,"12451",1,
DUA800850009,11185,DUASN112449F01001-1_337088,"12449",1,
DUA800850009,11181,DUASN112423F01001-1_337089,"12423",1,
DUA800850009,11181,DUASN112437F01001-1_337090,"12437",1,
DUA800850009,11184,DUASN112455F01001-1_337091,"12455",1,
DUA800850009,11181,DUASN112441F01001-1_337092,"12441",1,
DUA800850009,11181,DUASN112439F01001-1_337093,"12439",1,
DUA800850009,11185,DUASN112453F01001-1_337094,"12453",1,
DUA800850009,11181,DUASN112447F01001-1_337095,"12447",1,
DUA800850009,11181,DUASN111719F01001-1_337096,"11719",1,
DUA800850009,11181,DUASN111725F01001-1_337097,"11725",1,
DUA800850009,11181,DUASN111731F01001-1_337098,"11731",1,
DUA800850009,11182,DUASN111713F01001-1_337099,"11713",1,
DUA800850009,11181,DUASN111727F01001-1_337100,"11727",1,
DUA800850009,11181,DUASN111729F01001-1_337101,"11729",1,
DUA800850009,11181,DUASN111715F01001-1_337102,"11715",1,
DUA800850009,11181,DUASN111721F01001-1_337103,"11721",1,
DUA800850009,11181,DUASN111723F01001-1_337104,"11723",1,
DUA800850009,11181,DUASN111717F01001-1_337105,"11717",1,
DUA800850009,11181,DUASN112445F01001-1_337106,"12445",1,
DUA800850009,11182,DUASN112411F01001-1_337107,"12411",1,
DUA800850009,11184,DUASN112355F01001-1_337108,"12355",1,
DUA800850009,11181,DUASN112329F02001-1_337109,"12329",1,
DUA800850009,11181,DUASN112343F01001-1_337110,"12343",1,
DUA800850009,11181,DUASN112415F01001-1_337111,"12415",1,
DUA800850009,11181,DUASN112347F01001-1_337112,"12347",1,
DUA800850009,11181,DUASN112345F01001-1_337113,"12345",1,
DUA800850009,11182,DUASN112413F01001-1_337114,"12413",1,
DUA800850009,11184,DUASN112353F01001-1_337115,"12353",1,
DUA800850009,11181,DUASN112331F02001-1_337116,"12331",1,
DUA800850009,11181,DUASN112337F01001-1_337117,"12337",1,
DUA800850009,11181,DUASN112335F02001-1_337118,"12335",1,
DUA800850009,11181,DUASN112443F01001-1_337119,"12443",1,
DUA800850009,11181,DUASN112417F01001-1_337120,"12417",1,
DUA800850009,11181,DUASN112341F01001-1_337121,"12341",1,
DUA800850009,11181,DUASN112327F02001-1_337122,"12327",1,
DUA800850009,11181,DUASN112325F02001-1_337123,"12325",1,
DUA800850009,11181,DUASN112339F01001-1_337124,"12339",1,
DUA800850009,11181,DUASN112333F02001-1_337125,"12333",1,
DUA800850009,11186,DUASN110913F01001-1_337126,"10913",1,
DUA800850009,11186,DUASN110437F01001-1_337127,"10437",1,
DUA800850009,11186,DUASN110439F01001-1_337128,"10439",1,
DUA800850009,11186,DUASN110441F01001-1_337129,"10441",1,
DUA800850009,11186,DUASN110443F01001-1_337130,"10443",1,
DUA800850009,11186,DUASN110445F01001-1_337131,"10445",1,
DUA800850009,11187,DUASN110447F01001-1_337132,"10447",1,
DUA800850009,11187,DUASN110449F01001-1_337133,"10449",1,
DUA800850009,11189,DUASN110451F01001-1_337134,"10451",1,
DUA800850009,11188,DUASN110453F01001-1_337135,"10453",1,
DUA800850009,11188,DUASN110455F01001-1_337136,"10455",1,
DUA800850009,11186,DUASN110511F01001-1_337137,"10511",1,
DUA800850009,11186,DUASN110513F01001-1_337138,"10513",1,
DUA800850009,11186,DUASN110515F01001-1_337139,"10515",1,
DUA800850009,11186,DUASN110517F01001-1_337140,"10517",1,
DUA800850009,11186,DUASN110519F01001-1_337141,"10519",1,
DUA800850009,11186,DUASN110521F01001-1_337142,"10521",1,
DUA800850009,11186,DUASN110523F01001-1_337143,"10523",1,
DUA800850009,11186,DUASN110525F01001-1_337144,"10525",1,
DUA800850009,11186,DUASN110527F01001-1_337145,"10527",1,
DUA800850009,11186,DUASN110529F01001-1_337146,"10529",1,
DUA800850009,11186,DUASN110531F01001-1_337147,"10531",1,
DUA800850009,11186,DUASN110533F01001-1_337148,"10533",1,
DUA800850009,11186,DUASN110535F01001-1_337149,"10535",1,
DUA800850009,11186,DUASN110537F01001-1_337150,"10537",1,
DUA800850009,11186,DUASN110539F01001-1_337151,"10539",1,
DUA800850009,11186,DUASN110541F01001-1_337152,"10541",1,
DUA800850009,11186,DUASN110543F01001-1_337153,"10543",1,
DUA800850009,10576,DUASN110545F01001-1_337154,"10545",1,
DUA800850009,11187,DUASN110547F01001-1_337155,"10547",1,
DUA800850009,11187,DUASN110549F01001-1_337156,"10549",1,
DUA800850009,11186,DUASN110613F01001-1_337157,"10613",1,
DUA800850009,11186,DUASN110615F01001-1_337158,"10615",1,
DUA800850009,11186,DUASN110617F01001-1_337159,"10617",1,
DUA800850009,11186,DUASN110619F01001-1_337160,"10619",1,
DUA800850009,11186,DUASN110621F01001-1_337161,"10621",1,
DUA800850009,11186,DUASN110623F01001-1_337162,"10623",1,
DUA800850009,11186,DUASN110625F01001-1_337163,"10625",1,
DUA800850009,11186,DUASN110627F01001-1_337164,"10627",1,
DUA800850009,11186,DUASN110629F01001-1_337165,"10629",1,
DUA800850009,11181,DUASN111921F01001-1_337166,"11921",1,
DUA800850009,11181,DUASN111919F01001-1_337167,"11919",1,
DUA800850009,11181,DUASN111739F01001-1_337168,"11739",1,
DUA800850009,11185,DUASN111753F01001-1_337169,"11753",1,
DUA800850009,11181,DUASN111925F01001-1_337170,"11925",1,
DUA800850009,11182,DUASN111911F01001-1_337171,"11911",1,
DUA800850009,11184,DUASN111755F01001-1_337172,"11755",1,
DUA800850009,11181,DUASN111923F01001-1_337173,"11923",1,
